ccaa.codigo.iso;obs_date;confirmed;hospitalized;uci;death;recovered;ccaa.name;perc_exit;confirmedrecovered;confirmed_estimated
AN;2020-03-10;   90;   32;   3;   0;   11;Andalucia;  0,000000;   79;     0,00000
AR;2020-03-10;   45;   22;   3;   4;    0;Aragón;100,000000;   45;   285,71429
AS;2020-03-10;   32;   12;   2;   0;    1;Asturias;  0,000000;   31;     0,00000
IB;2020-03-10;   16;    8;   1;   0;    1;Islas Baleares;  0,000000;   15;     0,00000
CN;2020-03-10;   37;   10;   1;   0;    5;Canarias;  0,000000;   32;     0,00000
CB;2020-03-10;   12;    0;   0;   0;    0;Cantabria;NA;   12;     0,00000
CM;2020-03-10;   71;    0;   5;   0;    2;Castilla la Mancha;  0,000000;   69;     0,00000
CL;2020-03-10;   64;   14;   2;   0;    0;Castilla y León;NA;   64;     0,00000
CT;2020-03-10;  123;   50;   8;   3;    6;Cataluña; 33,333333;  117;   214,28571
CE;2020-03-10;    0;    0;   0;   0;    0;Ceuta;NA;    0;     0,00000
VC;2020-03-10;   65;  200;  12;   1;    1;Valencia; 50,000000;   64;    71,42857
EX;2020-03-10;    9;    2;   1;   1;    1;Extremadura; 50,000000;    8;    71,42857
GA;2020-03-10;   35;    7;   2;   0;    0;Galicia;NA;   35;     0,00000
MD;2020-03-10; 1024;    0; 102;  31;  157;Madrid; 16,489362;  867;  2214,28571
MC;2020-03-10;   11;    4;   0;   0;    0;Murcia;NA;   11;     0,00000
NC;2020-03-10;   46;   10;   3;   0;    0;Navarra;NA;   46;     0,00000
PV;2020-03-10;  225;  102;  15;   6;    2;País Vasco; 75,000000;  223;   428,57143
RI;2020-03-10;  179;   13;   1;   2;    1;La Rioja; 66,666667;  178;   142,85714
AN;2020-03-11;  115;   50;   4;   0;   11;Andalucia;  0,000000;  104;     0,00000
AR;2020-03-11;   64;   28;   3;   6;    0;Aragón;100,000000;   64;   428,57143
AS;2020-03-11;   47;   12;   2;   1;    1;Asturias; 50,000000;   46;    71,42857
IB;2020-03-11;   22;    8;   2;   1;    1;Islas Baleares; 50,000000;   21;    71,42857
CN;2020-03-11;   51;   15;   3;   0;    5;Canarias;  0,000000;   46;     0,00000
CB;2020-03-11;   16;    3;   0;   0;    6;Cantabria;  0,000000;   10;     0,00000
CM;2020-03-11;  115;   39;   9;   1;    2;Castilla la Mancha; 33,333333;  113;    71,42857
CL;2020-03-11;   71;   24;   2;   0;    0;Castilla y León;NA;   71;     0,00000
CT;2020-03-11;  202;   74;  16;   6;   12;Cataluña; 33,333333;  190;   428,57143
CE;2020-03-11;    0;    0;   0;   0;    0;Ceuta;NA;    0;     0,00000
VC;2020-03-11;   76;  232;  15;   1;    1;Valencia; 50,000000;   75;    71,42857
EX;2020-03-11;   19;    2;   1;   1;    3;Extremadura; 25,000000;   16;    71,42857
GA;2020-03-11;   35;    7;   2;   0;    0;Galicia;NA;   35;     0,00000
MD;2020-03-11; 1388;    0; 135;  56;  157;Madrid; 26,291080; 1231;  4000,00000
MC;2020-03-11;   26;    5;   1;   0;    0;Murcia;NA;   26;     0,00000
NC;2020-03-11;   73;   17;   3;   0;    0;Navarra;NA;   73;     0,00000
PV;2020-03-11;  346;  146;  18;  11;    1;País Vasco; 91,666667;  345;   785,71429
RI;2020-03-11;  205;   21;   1;   2;    1;La Rioja; 66,666667;  204;   142,85714
AN;2020-03-12;  219;   92;   8;   0;    0;Andalucia;NA;  219;     0,00000
AR;2020-03-12;   80;   30;   3;   7;    0;Aragón;100,000000;   80;   500,00000
AS;2020-03-12;   67;   16;   2;   1;    1;Asturias; 50,000000;   66;    71,42857
IB;2020-03-12;   28;    9;   2;   1;    1;Islas Baleares; 50,000000;   27;    71,42857
CN;2020-03-12;   70;   15;   3;   0;    5;Canarias;  0,000000;   65;     0,00000
CB;2020-03-12;   29;    3;   0;   0;    7;Cantabria;  0,000000;   22;     0,00000
CM;2020-03-12;  194;   78;  10;   5;    1;Castilla la Mancha; 83,333333;  193;   357,14286
CL;2020-03-12;   92;   25;   4;   0;    1;Castilla y León;  0,000000;   91;     0,00000
CT;2020-03-12;  349;  137;  22;   9;   19;Cataluña; 32,142857;  330;   642,85714
CE;2020-03-12;    0;    0;   0;   0;    0;Ceuta;NA;    0;     0,00000
VC;2020-03-12;   94;  271;  22;   1;    2;Valencia; 33,333333;   92;    71,42857
EX;2020-03-12;   39;    3;   1;   1;    3;Extremadura; 25,000000;   36;    71,42857
GA;2020-03-12;   85;   15;   2;   0;    0;Galicia;NA;   85;     0,00000
MD;2020-03-12; 1990; 1304; 180;  81;  157;Madrid; 34,033613; 1833;  5785,71429
MC;2020-03-12;   35;    8;   2;   0;    0;Murcia;NA;   35;     0,00000
NC;2020-03-12;  130;   28;   4;   0;    0;Navarra;NA;  130;     0,00000
PV;2020-03-12;  417;  179;  20;  14;    2;País Vasco; 87,500000;  415;  1000,00000
RI;2020-03-12;  243;   27;   2;   3;    1;La Rioja; 75,000000;  242;   214,28571
AN;2020-03-13;  269;   92;   8;   2;    0;Andalucia;100,000000;  269;   142,85714
AR;2020-03-13;  121;   42;   5;   7;    0;Aragón;100,000000;  121;   500,00000
AS;2020-03-13;   92;   16;   2;   1;    1;Asturias; 50,000000;   91;    71,42857
IB;2020-03-13;   28;    9;   2;   1;    1;Islas Baleares; 50,000000;   27;    71,42857
CN;2020-03-13;   90;   15;   6;   1;    7;Canarias; 12,500000;   83;    71,42857
CB;2020-03-13;   31;    3;   0;   0;    7;Cantabria;  0,000000;   24;     0,00000
CM;2020-03-13;  289;   78;  10;   6;    5;Castilla la Mancha; 54,545455;  284;   428,57143
CL;2020-03-13;  169;   25;   8;   1;    2;Castilla y León; 33,333333;  167;    71,42857
CT;2020-03-13;  558;  200;  29;  13;   32;Cataluña; 28,888889;  526;   928,57143
CE;2020-03-13;    0;    0;   0;   0;    0;Ceuta;NA;    0;     0,00000
VC;2020-03-13;  130;  307;  29;   4;    2;Valencia; 66,666667;  128;   285,71429
EX;2020-03-13;   66;    3;   1;   2;    4;Extremadura; 33,333333;   62;   142,85714
GA;2020-03-13;  115;   32;   7;   0;    3;Galicia;  0,000000;  112;     0,00000
MD;2020-03-13; 2940; 1518; 180;  86;  474;Madrid; 15,357143; 2466;  6142,85714
MC;2020-03-13;   47;    8;   2;   0;    0;Murcia;NA;   47;     0,00000
NC;2020-03-13;  146;   28;   4;   0;    0;Navarra;NA;  146;     0,00000
PV;2020-03-13;  521;  179;  22;  14;    5;País Vasco; 73,684211;  516;  1000,00000
RI;2020-03-13;  278;   38;   2;   3;    1;La Rioja; 75,000000;  277;   214,28571
AN;2020-03-14;  437;   92;   8;   6;    0;Andalucia;100,000000;  437;   428,57143
AR;2020-03-14;  147;   59;   5;   7;    0;Aragón;100,000000;  147;   500,00000
AS;2020-03-14;  137;   16;   3;   1;    1;Asturias; 50,000000;  136;    71,42857
IB;2020-03-14;   42;    9;   2;   1;    1;Islas Baleares; 50,000000;   41;    71,42857
CN;2020-03-14;  109;   15;   6;   1;    7;Canarias; 12,500000;  102;    71,42857
CB;2020-03-14;   51;    3;   0;   0;   10;Cantabria;  0,000000;   41;     0,00000
CM;2020-03-14;  401;   78;  10;  10;    5;Castilla la Mancha; 66,666667;  396;   714,28571
CL;2020-03-14;  223;   45;   8;   3;    3;Castilla y León; 50,000000;  220;   214,28571
CT;2020-03-14;  742;  287;  40;  15;   39;Cataluña; 27,777778;  703;  1071,42857
CE;2020-03-14;    1;    0;   0;   0;    0;Ceuta;NA;    1;     0,00000
VC;2020-03-14;  409;  339;  37;   5;    2;Valencia; 71,428571;  407;   357,14286
EX;2020-03-14;   95;    8;   1;   2;    4;Extremadura; 33,333333;   91;   142,85714
GA;2020-03-14;  195;   32;   8;   2;    4;Galicia; 33,333333;  191;   142,85714
MD;2020-03-14; 3544; 2337; 253; 213;  474;Madrid; 31,004367; 3070; 15214,28571
MC;2020-03-14;   71;   13;   2;   0;    0;Murcia;NA;   71;     0,00000
NC;2020-03-14;  183;   34;   4;   0;    0;Navarra;NA;  183;     0,00000
PV;2020-03-14;  630;  262;  29;  23;    5;País Vasco; 82,142857;  625;  1642,85714
RI;2020-03-14;  300;   58;   7;   3;    1;La Rioja; 75,000000;  299;   214,28571
AN;2020-03-15;  554;  197;  11;   7;    0;Andalucia;100,000000;  554;   500,00000
AR;2020-03-15;  174;   64;   7;  11;    0;Aragón;100,000000;  174;   785,71429
AS;2020-03-15;  177;   16;   3;   1;    3;Asturias; 25,000000;  174;    71,42857
IB;2020-03-15;   73;   21;   4;   1;    1;Islas Baleares; 50,000000;   72;    71,42857
CN;2020-03-15;  119;   40;   9;   1;    7;Canarias; 12,500000;  112;    71,42857
CB;2020-03-15;   58;   18;   2;   0;   10;Cantabria;  0,000000;   48;     0,00000
CM;2020-03-15;  567;  207;  23;  17;   12;Castilla la Mancha; 58,620690;  555;  1214,28571
CL;2020-03-15;  292;   45;   8;   6;    5;Castilla y León; 54,545455;  287;   428,57143
CT;2020-03-15; 1017;  375;  52;  20;   45;Cataluña; 30,769231;  972;  1428,57143
CE;2020-03-15;    1;    0;   0;   0;    0;Ceuta;NA;    1;     0,00000
VC;2020-03-15;  409;  390;  47;   5;    2;Valencia; 71,428571;  407;   357,14286
EX;2020-03-15;  111;    9;   1;   2;    4;Extremadura; 33,333333;  107;   142,85714
GA;2020-03-15;  245;   49;   9;   2;    4;Galicia; 33,333333;  241;   142,85714
MD;2020-03-15; 4165; 2337; 253; 213;  474;Madrid; 31,004367; 3691; 15214,28571
MC;2020-03-15;   77;   13;   2;   0;    1;Murcia;  0,000000;   76;     0,00000
NC;2020-03-15;  274;   58;   5;   1;    0;Navarra;100,000000;  274;    71,42857
PV;2020-03-15;  630;  262;  29;  23;    5;País Vasco; 82,142857;  625;  1642,85714
RI;2020-03-15;  312;   64;  13;   4;    2;La Rioja; 66,666667;  310;   285,71429
AN;2020-03-16;  683;  229;  13;  11;    0;Andalucia;100,000000;  683;   785,71429
AR;2020-03-16;  207;   74;   9;  12;    0;Aragón;100,000000;  207;   857,14286
AS;2020-03-16;  193;   34;   5;   1;    3;Asturias; 25,000000;  190;    71,42857
IB;2020-03-16;   92;   26;   4;   1;    1;Islas Baleares; 50,000000;   91;    71,42857
CN;2020-03-16;  148;   56;  13;   2;    8;Canarias; 20,000000;  140;   142,85714
CB;2020-03-16;   58;   18;   2;   0;   10;Cantabria;  0,000000;   48;     0,00000
CM;2020-03-16;  567;  207;  23;  17;   12;Castilla la Mancha; 58,620690;  555;  1214,28571
CL;2020-03-16;  431;   95;  24;  12;    5;Castilla y León; 70,588235;  426;   857,14286
CT;2020-03-16; 1414;  525;  73;  23;   58;Cataluña; 28,395062; 1356;  1642,85714
CE;2020-03-16;    1;    0;   0;   0;    0;Ceuta;NA;    1;     0,00000
VC;2020-03-16;  541;  456;  52;  13;   12;Valencia; 52,000000;  529;   928,57143
EX;2020-03-16;  153;   18;   2;   3;    5;Extremadura; 37,500000;  148;   214,28571
GA;2020-03-16;  292;   49;   9;   3;    7;Galicia; 30,000000;  285;   214,28571
MD;2020-03-16; 4871; 3710; 340; 355;  951;Madrid; 27,182236; 3920; 25357,14286
MC;2020-03-16;   97;   18;   3;   0;    1;Murcia;  0,000000;   96;     0,00000
NC;2020-03-16;  313;   72;  10;   2;    0;Navarra;100,000000;  313;   142,85714
PV;2020-03-16;  765;  309;  33;  36;   11;País Vasco; 76,595745;  754;  2571,42857
RI;2020-03-16;  355;   82;  13;   5;    2;La Rioja; 71,428571;  353;   357,14286
AN;2020-03-17;  859;  319;  21;  19;   38;Andalucia; 33,333333;  821;  1357,14286
AR;2020-03-17;  226;   81;   9;  13;    0;Aragón;100,000000;  226;   928,57143
AS;2020-03-17;  242;   45;   5;   1;    4;Asturias; 20,000000;  238;    71,42857
IB;2020-03-17;  112;   29;   4;   1;    4;Islas Baleares; 20,000000;  108;    71,42857
CN;2020-03-17;  181;   73;  17;   3;    8;Canarias; 27,272727;  173;   214,28571
CB;2020-03-17;   68;   25;   3;   1;   10;Cantabria;  9,090909;   58;    71,42857
CM;2020-03-17;  675;  277;  29;  28;   15;Castilla la Mancha; 65,116279;  660;  2000,00000
CL;2020-03-17;  668;  281;  43;  22;    5;Castilla y León; 81,481481;  663;  1571,42857
CT;2020-03-17; 1866;  679; 101;  33;   79;Cataluña; 29,464286; 1787;  2357,14286
CE;2020-03-17;    1;    0;   0;   0;    0;Ceuta;NA;    1;     0,00000
VC;2020-03-17;  726;  530;  65;  22;   16;Valencia; 57,894737;  710;  1571,42857
EX;2020-03-17;  194;   27;   3;   6;    6;Extremadura; 50,000000;  188;   428,57143
GA;2020-03-17;  341;   63;  12;   3;    7;Galicia; 30,000000;  334;   214,28571
MD;2020-03-17; 5637; 3778; 491; 390;  951;Madrid; 29,082774; 4686; 27857,14286
MC;2020-03-17;  122;   22;   4;   0;    1;Murcia;  0,000000;  121;     0,00000
NC;2020-03-17;  386;   93;  10;   3;    0;Navarra;100,000000;  386;   214,28571
PV;2020-03-17;  973;  353;  37;  40;   14;País Vasco; 74,074074;  959;  2857,14286
RI;2020-03-17;  419;   99;  13;   5;    2;La Rioja; 71,428571;  417;   357,14286
AN;2020-03-18; 1008;  384;  25;  23;   33;Andalucia; 41,071429;  975;  1642,85714
AR;2020-03-18;  281;  101;  14;  15;    0;Aragón;100,000000;  281;  1071,42857
AS;2020-03-18;  292;   61;   6;   1;    4;Asturias; 20,000000;  288;    71,42857
IB;2020-03-18;  169;   31;   7;   2;    6;Islas Baleares; 25,000000;  163;   142,85714
CN;2020-03-18;  220;   82;  23;   3;    9;Canarias; 25,000000;  211;   214,28571
CB;2020-03-18;   83;   40;   4;   1;   10;Cantabria;  9,090909;   73;    71,42857
CM;2020-03-18;  801;  313;  37;  42;   27;Castilla la Mancha; 60,869565;  774;  3000,00000
CL;2020-03-18;  868;  362;  54;  29;   27;Castilla y León; 51,785714;  841;  2071,42857
CT;2020-03-18; 2702;  825; 118;  53;  103;Cataluña; 33,974359; 2599;  3785,71429
CE;2020-03-18;    1;    0;   0;   0;    0;Ceuta;NA;    1;     0,00000
VC;2020-03-18;  921;  647;  85;  24;   19;Valencia; 55,813953;  902;  1714,28571
EX;2020-03-18;  241;   36;   3;   8;    6;Extremadura; 57,142857;  235;   571,42857
GA;2020-03-18;  453;  100;  15;   4;    4;Galicia; 50,000000;  449;   285,71429
MD;2020-03-18; 6777; 5168; 590; 498;  941;Madrid; 34,607366; 5836; 35571,42857
MC;2020-03-18;  167;   36;   6;   0;    1;Murcia;  0,000000;  166;     0,00000
NC;2020-03-18;  482;  132;  11;   4;    0;Navarra;100,000000;  482;   285,71429
PV;2020-03-18; 1190;  455;  44;  53;   18;País Vasco; 74,647887; 1172;  3785,71429
RI;2020-03-18;  468;  121;  15;   5;    2;La Rioja; 71,428571;  466;   357,14286
AN;2020-03-19; 1287;  501;  38;  30;   36;Andalucia; 45,454545; 1251;  2142,85714
AR;2020-03-19;  360;  127;  28;  17;    0;Aragón;100,000000;  360;  1214,28571
AS;2020-03-19;  344;   87;   7;   2;   12;Asturias; 14,285714;  332;   142,85714
IB;2020-03-19;  203;   48;  10;   2;   10;Islas Baleares; 16,666667;  193;   142,85714
CN;2020-03-19;  287;  115;  25;   4;    9;Canarias; 30,769231;  278;   285,71429
CB;2020-03-19;  144;   61;   7;   1;   10;Cantabria;  9,090909;  134;    71,42857
CM;2020-03-19; 1044;  313;  37;  42;   27;Castilla la Mancha; 60,869565; 1017;  3000,00000
CL;2020-03-19; 1147;  476;  69;  43;   37;Castilla y León; 53,750000; 1110;  3071,42857
CT;2020-03-19; 3270;  994; 175;  93;  147;Cataluña; 38,750000; 3123;  6642,85714
CE;2020-03-19;    5;    0;   0;   0;    0;Ceuta;NA;    5;     0,00000
VC;2020-03-19; 1105;  777; 101;  33;   20;Valencia; 62,264151; 1085;  2357,14286
EX;2020-03-19;  297;   44;   4;  10;    7;Extremadura; 58,823529;  290;   714,28571
GA;2020-03-19;  578;  138;  19;   5;    5;Galicia; 50,000000;  573;   357,14286
MD;2020-03-19; 7165; 6338; 678; 628; 1186;Madrid; 34,619625; 5979; 44857,14286
MC;2020-03-19;  204;   47;  11;   0;    1;Murcia;  0,000000;  203;     0,00000
NC;2020-03-19;  554;  172;  19;   5;    1;Navarra; 83,333333;  553;   357,14286
PV;2020-03-19; 1465;  550;  53;  71;   21;País Vasco; 77,173913; 1444;  5071,42857
RI;2020-03-19;  497;  122;  15;   7;   13;La Rioja; 35,000000;  484;   500,00000
AN;2020-03-20; 1515;  605;  53;  40;   36;Andalucia; 52,631579; 1479;  2857,14286
AR;2020-03-20;  424;  192;  33;  22;    0;Aragón;100,000000;  424;  1571,42857
AS;2020-03-20;  486;  133;  12;   5;   16;Asturias; 23,809524;  470;   357,14286
IB;2020-03-20;  246;   60;  14;   4;   11;Islas Baleares; 26,666667;  235;   285,71429
CN;2020-03-20;  348;  139;  29;   7;    7;Canarias; 50,000000;  341;   500,00000
CB;2020-03-20;  215;   92;   9;   2;   11;Cantabria; 15,384615;  204;   142,85714
CM;2020-03-20; 1423;  635;  65;  84;   38;Castilla la Mancha; 68,852459; 1385;  6000,00000
CL;2020-03-20; 1466;  629;  85;  55;   54;Castilla y León; 50,458716; 1412;  3928,57143
CT;2020-03-20; 4203; 1681; 271; 122;  192;Cataluña; 38,853503; 4011;  8714,28571
CE;2020-03-20;    5;    0;   0;   0;    0;Ceuta;NA;    5;     0,00000
VC;2020-03-20; 1363;  947; 129;  50;   25;Valencia; 66,666667; 1338;  3571,42857
EX;2020-03-20;  354;   65;   6;  12;    8;Extremadura; 60,000000;  346;   857,14286
GA;2020-03-20;  739;  168;  29;   9;    6;Galicia; 60,000000;  733;   642,85714
MD;2020-03-20; 8921; 7388; 767; 804; 1542;Madrid; 34,271100; 7379; 57428,57143
MC;2020-03-20;  240;   61;  14;   1;    1;Murcia; 50,000000;  239;    71,42857
NC;2020-03-20;  664;  222;  25;   9;    1;Navarra; 90,000000;  663;   642,85714
PV;2020-03-20; 1725;  654;  71;  85;  165;País Vasco; 34,000000; 1560;  6071,42857
RI;2020-03-20;  564;  128;  17;  15;   18;La Rioja; 45,454545;  546;  1071,42857
AN;2020-03-21; 1725;  724;  55;  47;   38;Andalucia; 55,294118; 1687;  3357,14286
AR;2020-03-21;  532;  241;  45;  24;    3;Aragón; 88,888889;  529;  1714,28571
AS;2020-03-21;  545;  171;  15;   8;   20;Asturias; 28,571429;  525;   571,42857
IB;2020-03-21;  331;   79;  14;   4;   17;Islas Baleares; 19,047619;  314;   285,71429
CN;2020-03-21;  414;  150;  32;   9;    7;Canarias; 56,250000;  407;   642,85714
CB;2020-03-21;  282;  116;   9;   5;   11;Cantabria; 31,250000;  271;   357,14286
CM;2020-03-21; 1819;  838;  76; 112;   48;Castilla la Mancha; 70,000000; 1771;  8000,00000
CL;2020-03-21; 1744;  798; 106;  74;   89;Castilla y León; 45,398773; 1655;  5285,71429
CT;2020-03-21; 5046; 1917; 290; 143;  247;Cataluña; 36,666667; 4799; 10214,28571
CE;2020-03-21;    5;    0;   0;   0;    0;Ceuta;NA;    5;     0,00000
VC;2020-03-21; 1604; 1136; 152;  69;   30;Valencia; 69,696970; 1574;  4928,57143
EX;2020-03-21;  384;   87;   8;  14;    8;Extremadura; 63,636364;  376;  1000,00000
GA;2020-03-21;  915;  227;  35;  12;   16;Galicia; 42,857143;  899;   857,14286
MD;2020-03-21; 9702; 8441; 834;1021; 1899;Madrid; 34,965753; 7803; 72928,57143
MC;2020-03-21;  296;   78;  16;   1;    1;Murcia; 50,000000;  295;    71,42857
NC;2020-03-21;  794;  288;  30;  14;    4;Navarra; 77,777778;  790;  1000,00000
PV;2020-03-21; 2097;  988;  81;  97;  216;País Vasco; 30,990415; 1881;  6928,57143
RI;2020-03-21;  654;  134;  17;  18;   18;La Rioja; 50,000000;  636;  1285,71429
AN;2020-03-22; 1961;  865;  77;  58;   50;Andalucia; 53,703704; 1911;  4142,85714
AR;2020-03-22;  638;  298;  52;  32;   30;Aragón; 51,612903;  608;  2285,71429
AS;2020-03-22;  594;  194;  22;  12;   21;Asturias; 36,363636;  573;   857,14286
IB;2020-03-22;  400;   87;  27;  10;   18;Islas Baleares; 35,714286;  382;   714,28571
CN;2020-03-22;  481;  172;  32;  11;    7;Canarias; 61,111111;  474;   785,71429
CB;2020-03-22;  347;  157;  14;   6;   11;Cantabria; 35,294118;  336;   428,57143
CM;2020-03-22; 2078; 1547; 142; 145;   51;Castilla la Mancha; 73,979592; 2027; 10357,14286
CL;2020-03-22; 2055;  977; 120; 102;  117;Castilla y León; 46,575342; 1938;  7285,71429
CT;2020-03-22; 5747; 2158; 308; 199;  402;Cataluña; 33,111481; 5345; 14214,28571
CE;2020-03-22;    6;    0;   0;   0;    0;Ceuta;NA;    6;     0,00000
VC;2020-03-22; 1901; 1311; 181;  94;   36;Valencia; 72,307692; 1865;  6714,28571
EX;2020-03-22;  493;  131;  13;  18;    6;Extremadura; 75,000000;  487;  1285,71429
GA;2020-03-22; 1208;  270;  47;  18;   19;Galicia; 48,648649; 1189;  1285,71429
MD;2020-03-22;10575; 9561; 942;1263; 2063;Madrid; 37,973542; 8512; 90214,28571
MC;2020-03-22;  345;   80;  23;   2;    1;Murcia; 66,666667;  344;   142,85714
NC;2020-03-22;  886;  339;  40;  24;    7;Navarra; 77,419355;  879;  1714,28571
PV;2020-03-22; 2421; 1252;  92; 120;  283;País Vasco; 29,776675; 2138;  8571,42857
RI;2020-03-22;  747;  166;  22;  22;   18;La Rioja; 55,000000;  729;  1571,42857
AN;2020-03-23; 2471; 1132; 102;  87;   66;Andalucia; 56,862745; 2405;  6214,28571
AR;2020-03-23;  758;  384;  66;  37;    3;Aragón; 92,500000;  755;  2642,85714
AS;2020-03-23;  662;  224;  23;  22;   30;Asturias; 42,307692;  632;  1571,42857
IB;2020-03-23;  478;  127;  35;  10;   19;Islas Baleares; 34,482759;  459;   714,28571
CN;2020-03-23;  557;  207;  36;  16;    8;Canarias; 66,666667;  549;  1142,85714
CB;2020-03-23;  425;  200;  16;   9;   12;Cantabria; 42,857143;  413;   642,85714
CM;2020-03-23; 2465; 1826; 182; 216;   53;Castilla la Mancha; 80,297398; 2412; 15428,57143
CL;2020-03-23; 2460; 1197; 137; 124;  140;Castilla y León; 46,969697; 2320;  8857,14286
CT;2020-03-23; 7864; 3209; 471; 293;  631;Cataluña; 31,709957; 7233; 20928,57143
CE;2020-03-23;    6;    0;   0;   0;    0;Ceuta;NA;    6;     0,00000
VC;2020-03-23; 2167; 1562; 222; 115;   37;Valencia; 75,657895; 2130;  8214,28571
EX;2020-03-23;  636;  161;  20;  26;    8;Extremadura; 76,470588;  628;  1857,14286
GA;2020-03-23; 1415;  338;  55;  20;   19;Galicia; 51,282051; 1396;  1428,57143
MD;2020-03-23;12352;10443;1050;1535; 2291;Madrid; 40,120230;10061;109642,85714
MC;2020-03-23;  385;   99;  26;   3;    1;Murcia; 75,000000;  384;   214,28571
NC;2020-03-23; 1014;  405;  45;  31;   11;Navarra; 73,809524; 1003;  2214,28571
PV;2020-03-23; 2728; 1425; 106; 133;  344;País Vasco; 27,882600; 2384;  9500,00000
RI;2020-03-23;  802;  206;  24;  30;   24;La Rioja; 55,555556;  778;  2142,85714
AN;2020-03-24; 3010; 1433; 116; 113;   71;Andalucia; 61,413043; 2939;  8071,42857
AR;2020-03-24;  907;  459;  75;  40;    4;Aragón; 90,909091;  903;  2857,14286
AS;2020-03-24;  779;  263;  29;  25;   35;Asturias; 41,666667;  744;  1785,71429
IB;2020-03-24;  562;  164;  40;  13;   28;Islas Baleares; 31,707317;  534;   928,57143
CN;2020-03-24;  657;  235;  43;  21;   15;Canarias; 58,333333;  642;  1500,00000
CB;2020-03-24;  510;  241;  18;  14;   12;Cantabria; 53,846154;  498;  1000,00000
CM;2020-03-24; 2780; 2162; 210; 263;   71;Castilla la Mancha; 78,742515; 2709; 18785,71429
CL;2020-03-24; 2940; 1457; 170; 165;  213;Castilla y León; 43,650794; 2727; 11785,71429
CT;2020-03-24; 9937; 4349; 713; 385;  961;Cataluña; 28,603269; 8976; 27500,00000
CE;2020-03-24;    9;    2;   1;   0;    0;Ceuta;NA;    9;     0,00000
VC;2020-03-24; 2616; 1842; 255; 143;   44;Valencia; 76,470588; 2572; 10214,28571
EX;2020-03-24;  742;  209;  28;  39;    8;Extremadura; 82,978723;  734;  2785,71429
GA;2020-03-24; 1653;  412;  69;  27;   25;Galicia; 51,923077; 1628;  1928,57143
MD;2020-03-24;14597;11153;1150;1825; 3031;Madrid; 37,582372;11566;130357,14286
MC;2020-03-24;  477;  127;  33;   5;    4;Murcia; 55,555556;  473;   357,14286
NC;2020-03-24; 1197;  506;  51;  33;   23;Navarra; 58,928571; 1174;  2357,14286
PV;2020-03-24; 3271; 1577; 119; 155;  466;País Vasco; 24,959742; 2805; 11071,42857
RI;2020-03-24;  928;  254;  33;  37;   43;La Rioja; 46,250000;  885;  2642,85714
AN;2020-03-25; 3406; 1626; 134; 134;   77;Andalucia; 63,507109; 3329;  9571,42857
AR;2020-03-25; 1116;  562;  93;  48;    4;Aragón; 92,307692; 1112;  3428,57143
AS;2020-03-25;  841;  300;  34;  27;   40;Asturias; 40,298507;  801;  1928,57143
IB;2020-03-25;  660;  205;  43;  17;   39;Islas Baleares; 30,357143;  621;  1214,28571
CN;2020-03-25;  784;  279;  45;  24;   18;Canarias; 57,142857;  766;  1714,28571
CB;2020-03-25;  671;  300;  26;  17;   14;Cantabria; 54,838710;  657;  1214,28571
CM;2020-03-25; 3383; 2162; 243; 316;   95;Castilla la Mancha; 76,885645; 3288; 22571,42857
CL;2020-03-25; 3488; 1823; 202; 206;  308;Castilla y León; 40,077821; 3180; 14714,28571
CT;2020-03-25;11592; 5371; 764; 501; 1008;Cataluña; 33,200795;10584; 35785,71429
CE;2020-03-25;   10;    2;   2;   0;    0;Ceuta;NA;   10;     0,00000
VC;2020-03-25; 3200; 2097; 289; 167;   57;Valencia; 74,553571; 3143; 11928,57143
EX;2020-03-25;  969;  241;  34;  58;   24;Extremadura; 70,731707;  945;  4142,85714
GA;2020-03-25; 1915;  503;  86;  32;   47;Galicia; 40,506329; 1868;  2285,71429
MD;2020-03-25;17166;12440;1221;2090; 3882;Madrid; 34,996651;13284;149285,71429
MC;2020-03-25;  596;  172;  36;   8;    9;Murcia; 47,058824;  587;   571,42857
NC;2020-03-25; 1411;  649;  54;  49;   35;Navarra; 58,333333; 1376;  3500,00000
PV;2020-03-25; 3946; 1907; 137; 180;  621;País Vasco; 22,471910; 3325; 12857,14286
RI;2020-03-25;  995;  316;  36;  43;   48;La Rioja; 47,252747;  947;  3071,42857
AN;2020-03-26; 3793; 1843; 148; 144;   92;Andalucia; 61,016949; 3701; 10285,71429
AR;2020-03-26; 1338;  693; 114;  58;    8;Aragón; 87,878788; 1330;  4142,85714
AS;2020-03-26;  900;  339;  47;  29;   52;Asturias; 35,802469;  848;  2071,42857
IB;2020-03-26;  755;  237;  46;  22;   67;Islas Baleares; 24,719101;  688;  1571,42857
CN;2020-03-26;  878;  328;  61;  27;   20;Canarias; 57,446809;  858;  1928,57143
CB;2020-03-26;  810;  355;  29;  21;   19;Cantabria; 52,500000;  791;  1500,00000
CM;2020-03-26; 3934; 2707; 273; 367;  153;Castilla la Mancha; 70,576923; 3781; 26214,28571
CL;2020-03-26; 4132; 2214; 228; 252;  423;Castilla y León; 37,333333; 3709; 18000,00000
CT;2020-03-26;12940; 6714; 972; 685; 1482;Cataluña; 31,610521;11458; 48928,57143
CE;2020-03-26;   17;    2;   2;   0;    0;Ceuta;NA;   17;     0,00000
